report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,year,month,month_name,day,day_of_week,occurrence_hour,time_period,reporting_delay_days,age_group,case_resolution_days
123,2020-01-06 04:00:00,2020-06-01 02:00:00,07-01-2020 00:00,Bhopal,432,VANDALISM,60,F,Unknown,Other Crime,4,No,,2020,6,June,1,Monday,0,Night,,Senior,
124,2020-01-08 23:00:00,2020-06-01 03:00:00,06-01-2020 06:56,Ludhiana,129,SEXUAL ASSAULT,44,F,Blunt Object,Violent Crime,2,No,,2020,6,June,1,Monday,6,Morning,,Adult,
125,2020-01-09 00:00:00,2020-06-01 04:00:00,06-01-2020 19:19,Pune,347,FRAUD,30,M,Knife,Other Crime,14,No,,2020,6,June,1,Monday,19,Evening,,Young Adult,
126,2020-01-09 02:00:00,2020-06-01 05:00:00,06-01-2020 05:15,Pune,127,ASSAULT,62,F,Unknown,Violent Crime,10,No,,2020,6,June,1,Monday,5,Night,,Senior,
127,2020-01-07 07:00:00,2020-06-01 06:00:00,07-01-2020 00:44,Surat,117,FIREARM OFFENSE,42,F,Unknown,Fire Accident,8,No,,2020,6,June,1,Monday,0,Night,,Adult,
128,2020-01-07 04:00:00,2020-06-01 07:00:00,07-01-2020 02:17,Ghaziabad,339,IDENTITY THEFT,73,F,Knife,Violent Crime,2,Yes,2020-04-01 04:00:00,2020,6,June,1,Monday,2,Night,,Senior,
129,2020-01-09 04:00:00,2020-06-01 08:00:00,06-01-2020 12:39,Kanpur,374,SHOPLIFTING,25,M,Explosives,Other Crime,15,No,,2020,6,June,1,Monday,12,Afternoon,,Young Adult,
130,2020-01-08 14:00:00,2020-06-01 09:00:00,06-01-2020 14:55,Ghaziabad,111,ROBBERY,33,M,Other,Violent Crime,3,Yes,2020-05-20 14:00:00,2020,6,June,1,Monday,14,Afternoon,,Adult,
131,2020-01-08 13:00:00,2020-06-01 10:00:00,06-01-2020 19:26,Agra,331,ARSON,13,F,Poison,Fire Accident,19,No,,2020,6,June,1,Monday,19,Evening,,Minor,
132,2020-01-07 04:00:00,2020-06-01 11:00:00,07-01-2020 06:55,Lucknow,295,IDENTITY THEFT,39,F,Knife,Violent Crime,8,No,,2020,6,June,1,Monday,6,Morning,,Adult,
133,2020-01-06 23:00:00,2020-06-01 12:00:00,06-01-2020 19:17,Bangalore,309,HOMICIDE,18,M,Unknown,Other Crime,2,No,,2020,6,June,1,Monday,19,Evening,,Young Adult,
134,2020-01-06 22:00:00,2020-06-01 13:00:00,07-01-2020 00:56,Lucknow,465,ILLEGAL POSSESSION,75,F,Knife,Other Crime,8,No,,2020,6,June,1,Monday,0,Night,,Senior,
135,2020-01-06 18:00:00,2020-06-01 14:00:00,07-01-2020 07:26,Delhi,406,VANDALISM,50,F,Other,Other Crime,15,No,,2020,6,June,1,Monday,7,Morning,,Adult,
136,2020-01-09 07:00:00,2020-06-01 15:00:00,07-01-2020 02:16,Delhi,278,FRAUD,71,F,Other,Other Crime,7,No,,2020,6,June,1,Monday,2,Night,,Senior,
137,2020-01-07 23:00:00,2020-06-01 16:00:00,07-01-2020 01:01,Ahmedabad,569,PUBLIC INTOXICATION,38,F,Explosives,Other Crime,12,Yes,2020-01-23 23:00:00,2020,6,June,1,Monday,1,Night,,Adult,
138,2020-01-08 12:00:00,2020-06-01 17:00:00,06-01-2020 20:11,Mumbai,445,ASSAULT,12,M,Blunt Object,Violent Crime,6,No,,2020,6,June,1,Monday,20,Evening,,Minor,
139,2020-01-08 17:00:00,2020-06-01 18:00:00,07-01-2020 07:11,Kanpur,465,KIDNAPPING,57,F,Other,Other Crime,2,No,,2020,6,June,1,Monday,7,Morning,,Senior,
140,2020-01-08 16:00:00,2020-06-01 19:00:00,07-01-2020 01:17,Jaipur,404,CYBERCRIME,47,F,Firearm,Other Crime,16,Yes,2020-02-06 16:00:00,2020,6,June,1,Monday,1,Night,,Adult,
141,2020-01-08 13:00:00,2020-06-01 20:00:00,07-01-2020 14:13,Delhi,270,DOMESTIC VIOLENCE,73,F,Other,Violent Crime,14,No,,2020,6,June,1,Monday,14,Afternoon,,Senior,
142,2020-01-07 23:00:00,2020-06-01 21:00:00,07-01-2020 06:34,Mumbai,113,FIREARM OFFENSE,41,F,Blunt Object,Fire Accident,4,Yes,2020-03-27 23:00:00,2020,6,June,1,Monday,6,Morning,,Adult,
143,2020-01-07 09:00:00,2020-06-01 22:00:00,07-01-2020 12:37,Mumbai,278,ILLEGAL POSSESSION,45,F,Unknown,Other Crime,2,No,,2020,6,June,1,Monday,12,Afternoon,,Adult,
144,2020-01-07 06:00:00,2020-06-01 23:00:00,07-01-2020 16:49,Varanasi,487,ASSAULT,79,F,Firearm,Violent Crime,14,Yes,2020-02-04 06:00:00,2020,6,June,1,Monday,16,Afternoon,,Senior,
145,2020-01-08 20:00:00,2020-07-01 00:00:00,07-01-2020 03:38,Ludhiana,172,IDENTITY THEFT,17,M,Firearm,Violent Crime,10,No,,2020,7,July,1,Wednesday,3,Night,,Minor,
146,2020-01-08 01:00:00,2020-07-01 01:00:00,07-01-2020 16:44,Kolkata,165,PUBLIC INTOXICATION,15,F,Knife,Other Crime,16,No,,2020,7,July,1,Wednesday,16,Afternoon,,Minor,
147,2020-01-07 16:00:00,2020-07-01 02:00:00,07-01-2020 18:49,Meerut,514,CYBERCRIME,44,F,Other,Other Crime,6,Yes,2020-01-26 16:00:00,2020,7,July,1,Wednesday,18,Evening,,Adult,
148,2020-01-07 16:00:00,2020-07-01 03:00:00,07-01-2020 22:27,Bangalore,262,COUNTERFEITING,28,F,Knife,Other Crime,8,No,,2020,7,July,1,Wednesday,22,Night,,Young Adult,
149,2020-01-07 06:00:00,2020-07-01 04:00:00,08-01-2020 01:09,Agra,558,IDENTITY THEFT,41,F,Unknown,Violent Crime,5,Yes,2020-02-27 06:00:00,2020,7,July,1,Wednesday,1,Night,,Adult,
150,2020-01-07 08:00:00,2020-07-01 05:00:00,07-01-2020 11:19,Patna,157,SHOPLIFTING,46,F,Knife,Other Crime,1,Yes,2020-04-03 08:00:00,2020,7,July,1,Wednesday,11,Morning,,Adult,
151,2020-01-08 08:00:00,2020-07-01 06:00:00,07-01-2020 13:59,Bhopal,241,DRUG OFFENSE,35,F,Blunt Object,Other Crime,3,Yes,2020-03-27 08:00:00,2020,7,July,1,Wednesday,13,Afternoon,,Adult,
152,2020-01-07 08:00:00,2020-07-01 07:00:00,07-01-2020 16:17,Bangalore,311,ILLEGAL POSSESSION,67,M,Unknown,Other Crime,16,No,,2020,7,July,1,Wednesday,16,Afternoon,,Senior,
153,2020-01-08 01:00:00,2020-07-01 08:00:00,07-01-2020 17:21,Delhi,248,IDENTITY THEFT,23,F,Knife,Violent Crime,16,No,,2020,7,July,1,Wednesday,17,Evening,,Young Adult,
154,2020-01-09 16:00:00,2020-07-01 09:00:00,07-01-2020 19:49,Chennai,523,KIDNAPPING,39,F,Other,Other Crime,11,No,,2020,7,July,1,Wednesday,19,Evening,,Adult,
155,2020-01-10 06:00:00,2020-07-01 10:00:00,07-01-2020 19:37,Bangalore,238,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,5,No,,2020,7,July,1,Wednesday,19,Evening,,Adult,
156,2020-01-10 05:00:00,2020-07-01 11:00:00,07-01-2020 12:05,Pune,109,DOMESTIC VIOLENCE,71,F,Blunt Object,Violent Crime,14,Yes,2020-04-02 05:00:00,2020,7,July,1,Wednesday,12,Afternoon,,Senior,
157,2020-01-07 13:00:00,2020-07-01 12:00:00,07-01-2020 13:48,Hyderabad,448,COUNTERFEITING,32,F,Other,Other Crime,8,No,,2020,7,July,1,Wednesday,13,Afternoon,,Adult,
158,2020-01-08 16:00:00,2020-07-01 13:00:00,08-01-2020 03:32,Ahmedabad,588,HOMICIDE,18,F,Firearm,Other Crime,13,No,,2020,7,July,1,Wednesday,3,Night,,Young Adult,
159,2020-01-09 18:00:00,2020-07-01 14:00:00,08-01-2020 06:49,Delhi,236,VEHICLE - STOLEN,38,F,Poison,Violent Crime,15,Yes,2020-02-08 18:00:00,2020,7,July,1,Wednesday,6,Morning,,Adult,
160,2020-01-07 19:00:00,2020-07-01 15:00:00,08-01-2020 14:26,Kolkata,509,ASSAULT,27,F,Blunt Object,Violent Crime,17,Yes,2020-03-22 19:00:00,2020,7,July,1,Wednesday,14,Afternoon,,Young Adult,
161,2020-01-09 03:00:00,2020-07-01 16:00:00,08-01-2020 09:21,Meerut,321,COUNTERFEITING,30,F,Knife,Other Crime,13,Yes,2020-02-19 03:00:00,2020,7,July,1,Wednesday,9,Morning,,Young Adult,
162,2020-01-07 21:00:00,2020-07-01 17:00:00,07-01-2020 17:22,Surat,420,CYBERCRIME,17,F,Unknown,Other Crime,12,No,,2020,7,July,1,Wednesday,17,Evening,,Minor,
163,2020-01-09 16:00:00,2020-07-01 18:00:00,08-01-2020 09:50,Pune,589,SHOPLIFTING,39,F,Knife,Other Crime,15,No,,2020,7,July,1,Wednesday,9,Morning,,Adult,
164,2020-01-08 20:00:00,2020-07-01 19:00:00,08-01-2020 02:04,Pune,492,ARSON,66,F,Firearm,Fire Accident,5,No,,2020,7,July,1,Wednesday,2,Night,,Senior,
165,2020-01-10 00:00:00,2020-07-01 20:00:00,08-01-2020 06:07,Ghaziabad,312,SEXUAL ASSAULT,11,F,Firearm,Violent Crime,9,Yes,2020-12-23 00:00:00,2020,7,July,1,Wednesday,6,Morning,,Minor,174.16666666666666
166,2020-01-10 14:00:00,2020-07-01 21:00:00,08-01-2020 00:42,Ahmedabad,234,VANDALISM,54,M,Firearm,Other Crime,19,Yes,2020-03-10 14:00:00,2020,7,July,1,Wednesday,0,Night,,Senior,
167,2020-01-08 16:00:00,2020-07-01 22:00:00,08-01-2020 05:25,Delhi,470,VANDALISM,79,M,Explosives,Other Crime,13,Yes,2020-01-27 16:00:00,2020,7,July,1,Wednesday,5,Night,,Senior,
168,2020-01-08 22:00:00,2020-07-01 23:00:00,08-01-2020 02:01,Delhi,518,FRAUD,12,F,Firearm,Other Crime,3,Yes,2020-03-04 22:00:00,2020,7,July,1,Wednesday,2,Night,,Minor,
169,2020-01-08 16:00:00,2020-08-01 00:00:00,08-01-2020 00:14,Lucknow,295,DRUG OFFENSE,19,F,Blunt Object,Other Crime,16,No,,2020,8,August,1,Saturday,0,Night,,Young Adult,
170,2020-01-10 07:00:00,2020-08-01 01:00:00,08-01-2020 05:22,Kalyan,342,TRAFFIC VIOLATION,21,F,Knife,Traffic Fatality,8,Yes,2020-01-17 07:00:00,2020,8,August,1,Saturday,5,Night,,Young Adult,
171,2020-01-09 11:00:00,2020-08-01 02:00:00,08-01-2020 18:43,Agra,352,COUNTERFEITING,24,M,Unknown,Other Crime,14,Yes,2020-03-11 11:00:00,2020,8,August,1,Saturday,18,Evening,,Young Adult,
172,2020-01-08 15:00:00,2020-08-01 03:00:00,09-01-2020 01:57,Jaipur,305,TRAFFIC VIOLATION,58,M,Poison,Traffic Fatality,4,No,,2020,8,August,1,Saturday,1,Night,,Senior,
173,2020-01-11 03:00:00,2020-08-01 04:00:00,08-01-2020 13:20,Hyderabad,245,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,17,Yes,2021-10-29 03:00:00,2020,8,August,1,Saturday,13,Afternoon,,Senior,453.9583333333333
174,2020-01-09 20:00:00,2020-08-01 05:00:00,09-01-2020 01:34,Indore,438,DRUG OFFENSE,40,F,Unknown,Other Crime,7,No,,2020,8,August,1,Saturday,1,Night,,Adult,
175,2020-01-09 00:00:00,2020-08-01 06:00:00,08-01-2020 10:27,Surat,144,ROBBERY,64,M,Blunt Object,Violent Crime,13,Yes,2020-06-15 00:00:00,2020,8,August,1,Saturday,10,Morning,,Senior,
176,2020-01-09 23:00:00,2020-08-01 07:00:00,08-01-2020 22:06,Lucknow,292,BURGLARY,66,F,Unknown,Other Crime,14,Yes,2020-06-28 23:00:00,2020,8,August,1,Saturday,22,Night,,Senior,
177,2020-01-08 14:00:00,2020-08-01 08:00:00,09-01-2020 02:25,Chennai,134,FIREARM OFFENSE,28,F,Firearm,Fire Accident,8,Yes,2020-03-21 14:00:00,2020,8,August,1,Saturday,2,Night,,Young Adult,
178,2020-01-09 15:00:00,2020-08-01 09:00:00,08-01-2020 16:59,Mumbai,331,ILLEGAL POSSESSION,54,F,Unknown,Other Crime,11,No,,2020,8,August,1,Saturday,16,Afternoon,,Senior,
179,2020-01-10 12:00:00,2020-08-01 10:00:00,09-01-2020 07:31,Agra,191,FRAUD,42,F,Knife,Other Crime,8,No,,2020,8,August,1,Saturday,7,Morning,,Adult,
180,2020-01-10 01:00:00,2020-08-01 11:00:00,09-01-2020 02:31,Pune,584,DOMESTIC VIOLENCE,72,M,Blunt Object,Violent Crime,14,Yes,2020-01-23 01:00:00,2020,8,August,1,Saturday,2,Night,,Senior,
181,2020-01-10 18:00:00,2020-08-01 12:00:00,09-01-2020 07:34,Bangalore,341,TRAFFIC VIOLATION,23,F,Poison,Traffic Fatality,1,No,,2020,8,August,1,Saturday,7,Morning,,Young Adult,
182,2020-01-10 13:00:00,2020-08-01 13:00:00,09-01-2020 12:16,Mumbai,541,CYBERCRIME,53,F,Poison,Other Crime,9,No,,2020,8,August,1,Saturday,12,Afternoon,,Senior,
183,2020-01-10 09:00:00,2020-08-01 14:00:00,08-01-2020 17:18,Ahmedabad,133,SEXUAL ASSAULT,28,F,Firearm,Violent Crime,12,Yes,2021-05-09 09:00:00,2020,8,August,1,Saturday,17,Evening,,Young Adult,280.7916666666667
184,2020-01-10 04:00:00,2020-08-01 15:00:00,08-01-2020 23:28,Hyderabad,422,SEXUAL ASSAULT,27,F,Unknown,Violent Crime,4,No,,2020,8,August,1,Saturday,23,Night,,Young Adult,
185,2020-01-08 19:00:00,2020-08-01 16:00:00,08-01-2020 17:27,Mumbai,151,FRAUD,67,F,Other,Other Crime,19,Yes,2020-03-03 19:00:00,2020,8,August,1,Saturday,17,Evening,,Senior,
186,2020-01-11 15:00:00,2020-08-01 17:00:00,09-01-2020 08:32,Bangalore,287,FRAUD,70,F,Other,Other Crime,8,Yes,2020-03-12 15:00:00,2020,8,August,1,Saturday,8,Morning,,Senior,
187,2020-01-09 09:00:00,2020-08-01 18:00:00,09-01-2020 10:28,Delhi,541,VANDALISM,75,F,Blunt Object,Other Crime,4,Yes,2020-02-13 09:00:00,2020,8,August,1,Saturday,10,Morning,,Senior,
188,2020-01-09 18:00:00,2020-08-01 19:00:00,09-01-2020 18:53,Nagpur,236,IDENTITY THEFT,66,F,Unknown,Violent Crime,14,Yes,2020-03-15 18:00:00,2020,8,August,1,Saturday,18,Evening,,Senior,
189,2020-01-09 04:00:00,2020-08-01 20:00:00,09-01-2020 03:24,Hyderabad,415,EXTORTION,24,F,Knife,Other Crime,2,Yes,2020-03-23 04:00:00,2020,8,August,1,Saturday,3,Night,,Young Adult,
190,2020-01-11 05:00:00,2020-08-01 21:00:00,08-01-2020 21:24,Chennai,151,CYBERCRIME,44,M,Explosives,Other Crime,15,Yes,2020-02-12 05:00:00,2020,8,August,1,Saturday,21,Night,,Adult,
191,2020-01-09 15:00:00,2020-08-01 22:00:00,09-01-2020 15:53,Chennai,268,KIDNAPPING,63,F,Knife,Other Crime,9,No,,2020,8,August,1,Saturday,15,Afternoon,,Senior,
192,2020-01-09 02:00:00,2020-08-01 23:00:00,09-01-2020 20:39,Delhi,381,IDENTITY THEFT,18,M,Blunt Object,Violent Crime,11,Yes,2020-01-20 02:00:00,2020,8,August,1,Saturday,20,Evening,,Young Adult,
193,2020-01-10 20:00:00,2020-09-01 00:00:00,09-01-2020 05:28,Ghaziabad,249,PUBLIC INTOXICATION,19,F,Unknown,Other Crime,3,No,,2020,9,September,1,Tuesday,5,Night,,Young Adult,
194,2020-01-09 09:00:00,2020-09-01 01:00:00,09-01-2020 04:00,Jaipur,389,DOMESTIC VIOLENCE,49,M,Unknown,Violent Crime,12,Yes,2020-03-06 09:00:00,2020,9,September,1,Tuesday,4,Night,,Adult,
195,2020-01-11 16:00:00,2020-09-01 02:00:00,09-01-2020 08:16,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,No,,2020,9,September,1,Tuesday,8,Morning,,Adult,
196,2020-01-10 04:00:00,2020-09-01 03:00:00,10-01-2020 00:18,Lucknow,562,DOMESTIC VIOLENCE,56,M,Other,Violent Crime,4,Yes,2020-02-14 04:00:00,2020,9,September,1,Tuesday,0,Night,,Senior,
197,2020-01-10 10:00:00,2020-09-01 04:00:00,09-01-2020 15:55,Ahmedabad,287,PUBLIC INTOXICATION,32,M,Explosives,Other Crime,1,Yes,2020-01-24 10:00:00,2020,9,September,1,Tuesday,15,Afternoon,,Adult,
198,2020-01-11 17:00:00,2020-09-01 05:00:00,09-01-2020 10:20,Hyderabad,316,EXTORTION,25,F,Explosives,Other Crime,10,Yes,2020-01-22 17:00:00,2020,9,September,1,Tuesday,10,Morning,,Young Adult,
199,2020-01-10 09:00:00,2020-09-01 06:00:00,09-01-2020 21:01,Delhi,367,ARSON,62,F,Firearm,Fire Accident,3,No,,2020,9,September,1,Tuesday,21,Night,,Senior,
200,2020-01-11 13:00:00,2020-09-01 07:00:00,10-01-2020 02:06,Nashik,471,HOMICIDE,56,F,Blunt Object,Other Crime,4,No,,2020,9,September,1,Tuesday,2,Night,,Senior,
201,2020-01-11 23:00:00,2020-09-01 08:00:00,10-01-2020 04:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,2020-02-05 23:00:00,2020,9,September,1,Tuesday,4,Night,,Young Adult,
202,2020-01-12 08:00:00,2020-09-01 09:00:00,09-01-2020 18:52,Nagpur,484,FRAUD,63,M,Explosives,Other Crime,13,No,,2020,9,September,1,Tuesday,18,Evening,,Senior,
203,2020-01-10 04:00:00,2020-09-01 10:00:00,09-01-2020 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,2020-03-15 04:00:00,2020,9,September,1,Tuesday,12,Afternoon,,Adult,
204,2020-01-11 16:00:00,2020-09-01 11:00:00,09-01-2020 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,2020-03-14 16:00:00,2020,9,September,1,Tuesday,13,Afternoon,,Minor,
205,2020-01-11 04:00:00,2020-09-01 12:00:00,10-01-2020 02:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,2020-03-03 04:00:00,2020,9,September,1,Tuesday,2,Night,,Senior,
206,2020-01-09 22:00:00,2020-09-01 13:00:00,09-01-2020 23:51,Thane,246,VEHICLE - STOLEN,44,F,Unknown,Violent Crime,7,Yes,2020-02-29 22:00:00,2020,9,September,1,Tuesday,23,Night,,Adult,
207,2020-01-11 08:00:00,2020-09-01 14:00:00,10-01-2020 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,2020-02-10 08:00:00,2020,9,September,1,Tuesday,12,Afternoon,,Young Adult,
208,2020-01-09 19:00:00,2020-09-01 15:00:00,09-01-2020 20:15,Patna,542,ASSAULT,59,M,Unknown,Violent Crime,2,No,,2020,9,September,1,Tuesday,20,Evening,,Senior,
209,2020-01-10 11:00:00,2020-09-01 16:00:00,09-01-2020 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,2020,9,September,1,Tuesday,17,Evening,,Adult,
210,2020-01-12 03:00:00,2020-09-01 17:00:00,10-01-2020 06:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,2020-01-14 03:00:00,2020,9,September,1,Tuesday,6,Morning,,Adult,
211,2020-01-11 10:00:00,2020-09-01 18:00:00,09-01-2020 20:05,Bhopal,148,COUNTERFEITING,15,M,Explosives,Other Crime,6,No,,2020,9,September,1,Tuesday,20,Evening,,Minor,
212,2020-01-10 00:00:00,2020-09-01 19:00:00,10-01-2020 14:15,Delhi,439,FIREARM OFFENSE,34,M,Blunt Object,Fire Accident,17,No,,2020,9,September,1,Tuesday,14,Afternoon,,Adult,
213,2020-01-11 23:00:00,2020-09-01 20:00:00,10-01-2020 07:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,2020-01-21 23:00:00,2020,9,September,1,Tuesday,7,Morning,,Young Adult,
214,2020-01-11 05:00:00,2020-09-01 21:00:00,10-01-2020 02:45,Bangalore,239,VEHICLE - STOLEN,73,M,Explosives,Violent Crime,13,Yes,2020-03-13 05:00:00,2020,9,September,1,Tuesday,2,Night,,Senior,
215,2020-01-11 16:00:00,2020-09-01 22:00:00,10-01-2020 00:56,Delhi,267,SEXUAL ASSAULT,44,M,Explosives,Violent Crime,1,Yes,2021-09-01 16:00:00,2020,9,September,1,Tuesday,0,Night,,Adult,364.75
216,2020-01-10 16:00:00,2020-09-01 23:00:00,10-01-2020 09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,2020,9,September,1,Tuesday,9,Morning,,Minor,
217,2020-01-12 18:00:00,2020-10-01 00:00:00,10-01-2020 05:32,Kolkata,572,COUNTERFEITING,73,M,Unknown,Other Crime,2,Yes,2020-02-23 18:00:00,2020,10,October,1,Thursday,5,Night,,Senior,
218,2020-01-11 15:00:00,2020-10-01 01:00:00,10-01-2020 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,2020,10,October,1,Thursday,23,Night,,Adult,
219,2020-01-12 20:00:00,2020-10-01 02:00:00,10-01-2020 08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,,2020,10,October,1,Thursday,8,Morning,,Senior,
220,2020-01-12 11:00:00,2020-10-01 03:00:00,10-01-2020 17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,2020,10,October,1,Thursday,17,Evening,,Senior,
221,2020-01-10 23:00:00,2020-10-01 04:00:00,11-01-2020 03:16,Kolkata,218,VEHICLE - STOLEN,24,F,Unknown,Violent Crime,1,Yes,2020-02-15 23:00:00,2020,10,October,1,Thursday,3,Night,,Young Adult,
222,2020-01-11 08:00:00,2020-10-01 05:00:00,10-01-2020 05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22 08:00:00,2020,10,October,1,Thursday,5,Night,,Senior,
223,2020-01-11 21:00:00,2020-10-01 06:00:00,10-01-2020 19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,2020,10,October,1,Thursday,19,Evening,,Senior,
224,2020-01-12 21:00:00,2020-10-01 07:00:00,10-01-2020 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-05-01 21:00:00,2020,10,October,1,Thursday,23,Night,,Adult,
225,2020-01-10 19:00:00,2020-10-01 08:00:00,11-01-2020 00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-04-01 19:00:00,2020,10,October,1,Thursday,0,Night,,Adult,
226,2020-01-10 15:00:00,2020-10-01 09:00:00,10-01-2020 15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,2020,10,October,1,Thursday,15,Afternoon,,Senior,
227,2020-01-12 16:00:00,2020-10-01 10:00:00,10-01-2020 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16 16:00:00,2020,10,October,1,Thursday,23,Night,,Adult,
228,2020-01-10 16:00:00,2020-10-01 11:00:00,11-01-2020 01:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,2020,10,October,1,Thursday,1,Night,,Senior,
229,2020-01-13 05:00:00,2020-10-01 12:00:00,11-01-2020 04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25 05:00:00,2020,10,October,1,Thursday,4,Night,,Senior,
230,2020-01-11 00:00:00,2020-10-01 13:00:00,11-01-2020 08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,,2020,10,October,1,Thursday,8,Morning,,Adult,
231,2020-01-12 23:00:00,2020-10-01 14:00:00,10-01-2020 22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,,2020,10,October,1,Thursday,22,Night,,Adult,
232,2020-01-12 15:00:00,2020-10-01 15:00:00,11-01-2020 04:38,Patna,547,ARSON,32,F,Unknown,Fire Accident,12,Yes,2020-02-15 15:00:00,2020,10,October,1,Thursday,4,Night,,Adult,
233,2020-01-12 17:00:00,2020-10-01 16:00:00,10-01-2020 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,2020,10,October,1,Thursday,19,Evening,,Minor,
234,2020-01-11 17:00:00,2020-10-01 17:00:00,11-01-2020 03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,,2020,10,October,1,Thursday,3,Night,,Adult,
235,2020-01-12 21:00:00,2020-10-01 18:00:00,10-01-2020 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14 21:00:00,2020,10,October,1,Thursday,20,Evening,,Young Adult,
236,2020-01-13 02:00:00,2020-10-01 19:00:00,10-01-2020 22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,2020-04-07 02:00:00,2020,10,October,1,Thursday,22,Night,,Minor,
237,2020-01-12 13:00:00,2020-10-01 20:00:00,11-01-2020 06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,,2020,10,October,1,Thursday,6,Morning,,Young Adult,
238,2020-01-12 02:00:00,2020-10-01 21:00:00,11-01-2020 04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,,2020,10,October,1,Thursday,4,Night,,Adult,
239,2020-01-12 17:00:00,2020-10-01 22:00:00,11-01-2020 10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,,2020,10,October,1,Thursday,10,Morning,,Senior,
240,2020-01-11 11:00:00,2020-10-01 23:00:00,11-01-2020 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,2020,10,October,1,Thursday,11,Morning,,Senior,
241,2020-01-12 14:00:00,2020-11-01 00:00:00,11-01-2020 00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,2020,11,November,1,Sunday,0,Night,,Adult,
242,2020-01-11 08:00:00,2020-11-01 01:00:00,11-01-2020 03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-02-12 08:00:00,2020,11,November,1,Sunday,3,Night,,Senior,
243,2020-01-12 01:00:00,2020-11-01 02:00:00,11-01-2020 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-04-06 01:00:00,2020,11,November,1,Sunday,11,Morning,,Adult,
244,2020-01-13 22:00:00,2020-11-01 03:00:00,11-01-2020 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21 22:00:00,2020,11,November,1,Sunday,10,Morning,,Young Adult,
245,2020-01-13 00:00:00,2020-11-01 04:00:00,11-01-2020 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27 00:00:00,2020,11,November,1,Sunday,14,Afternoon,,Senior,
246,2020-01-11 21:00:00,2020-11-01 05:00:00,11-01-2020 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,2020,11,November,1,Sunday,17,Evening,,Senior,
247,2020-01-13 11:00:00,2020-11-01 06:00:00,11-01-2020 08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24 11:00:00,2020,11,November,1,Sunday,8,Morning,,Adult,
